"Node","Score","Impacted","Stressed","Total"
"RFPC03","92","1","0","2"
"HS2831","92","1","0","1"
"ISL19","92","1","1","59"
"RG003","92","4","16","139"
"CY013B","92","3","1","131"
"CN009B","92","1","1","65"
"CN013A","92","4","1","151"
"HS2595","92","5","0","58"
"SB022/SB023","92","2","0","48"
"CD41/CD42/CD37","92","3","3","138"
"AAD12","92","2","1","46"
"RG037A","92","4","0","116"
"AR004B","92","7","53","176"
"LP039/LP032","92","15","0","75"
"CY009A","92","4","24","143"
"RG024B","92","3","2","86"
"MT011A","92","5","8","101"
"LB5340","92","8","88","197"
"CC4130A","92","3","5","67"
"GGY01","92","7","3","78"
"HS2116","92","3","0","103"
"MO018B","92","4","0","104"
"CA060B","92","3","13","93"
"LA6019B","92","14","1","149"
"BQ001B","92","3","16","24"
"HT9103B","92","3","0","117"
"SCR09","92","6","1","126"
"HS2078","92","19","17","56"
"HS3762","92","2","26","37"
"HS2195","92","7","11","105"
"RG014B","92","5","3","102"
"CB006A","92","6","1","196"
"GGY14","92","9","36","104"
"HG3709","92","4","16","68"
"CA011B","92","8","1","83"
"PVA01","92","5","44","96"
"LB5086","92","6","5","195"
"GU024A","92","4","4","212"
"MRC09A","92","9","2","124"
"VA025B","92","6","9","66"
"SB067A","92","12","37","91"
"HC4123","92","6","9","43"
"HS2205C","92","9","0","37"
"RG024A","92","4","1","154"
"MT027B","92","20","12","42"
"HC4504","92","7","66","179"
"HG3541","92","4","1","59"
"ISL16B","92","6","3","96"
"AAG16","92","6","4","117"
"RG019A","92","12","0","59"
"HT9203/9204","92","15","10","35"
"LP033/LP036","92","11","2","58"
"SL009B","92","10","22","34"
"HS2609","92","5","17","35"
"HS2852","92","10","17","116"
"CC4010","92","5","25","138"
"RG013A","92","6","11","118"
"HT9102","92","5","1","191"
"HS2585","92","37","10","59"
"HG3052","92","6","27","126"
"GU024B","92","13","3","112"
"GU042A","92","5","0","214"
"CY005B","92","4","5","180"
"AR022B","92","2","36","69"
"FJ011","92","6","39","104"
"CA063A","92","4","0","85"
"PVA10B","92","6","1","101"
"CC4020B","92","20","63","99"
"HS2097","92","15","41","183"
"CN001B","92","10","0","192"
"LA6025","92","4","1","181"
"HS2205A/2205D","92","8","1","61"
"HG3013","92","4","15","204"
"SSG22A","92","2","4","43"
"AAD35","92","6","14","125"
"PYC23","92","5","2","207"
"LB5060A","92","5","54","174"
"RG035B","92","25","92","185"
"HS2089","92","16","33","85"
"GU029/GU036","92","3","2","104"
"GAR03","92","11","4","97"
"LP006B","92","2","2","97"
"MO009A","92","12","14","40"
"LK8006","92","5","3","198"
"LP022B","92","16","0","115"
"MMR01","92","6","15","21"
"AR025A","92","4","16","81"
"VB015A","92","36","17","62"
"SB005B","92","9","49","88"
"FL013","92","2","74","83"
"AR051B","92","3","0","76"
"HS2823/2824","92","4","39","46"
"LP022C","92","21","1","137"
"CC4301","92","6","1","211"
"LL7041","92","3","9","90"
"CD004","92","17","29","72"
"SCR02","92","47","23","76"
"AAD47","92","23","29","110"
"HS1195","92","4","72","79"
"MT011B","92","6","20","165"
"HS2011","92","7","4","240"
"AAG02","92","1","10","36"
"LA003","92","62","7","87"
"LB5041","92","4","2","235"
"HS2004","92","27","99","203"
"PPC12","92","3","1","128"
"FJ004A","92","1","17","149"
"VB018B","92","18","1","47"
"HS2091","92","23","84","159"
"LB5006","92","25","43","109"
"CY002A","92","9","46","84"
"AR055","92","6","1","92"
"CD047B","92","2","47","87"
"PPC107B","92","2","13","105"
"MT019A","92","47","10","72"
"HS2151","92","21","35","96"
"LZ007","92","8","0","301"
"HM031A","92","14","41","216"
"YA005A","92","9","40","229"
"BA004C","92","13","49","78"
"RG036A","92","10","1","259"
"HS2055","92","33","97","213"
"LZ003B","92","2","25","75"
"RG013B","92","13","2","277"
"AR039A","92","4","18","70"
"DO017B","92","1","40","62"
"FL004A","92","1","2","89"
"MRC17B","92","32","2","58"
"CD003B","92","22","41","86"
"P061B","92","4","30","165"
"PVA02B","92","2","81","121"
"LU019A","92","4","89","121"
"CD005","92","6","1","170"
"HG3513","92","30","2","115"
"LB5314","93","-1","0","0"
"LB5239","93","-1","0","0"
"LB5244","93","-1","0","0"
"LB5233","93","-1","0","0"
"CC4737","93","-1","0","0"
"CD025","93","-1","0","0"
"LL7075","93","-1","0","0"
"LB5321","93","-1","0","0"
"LA6677","93","-1","0","0"
"CD043","93","-1","0","0"
"CC4723","93","-1","0","0"
"CD017","93","-1","0","0"
"CC4722","93","-1","0","0"
"CC4778","93","-1","0","0"
"LA6057","93","-1","0","0"
"CD039","93","-1","0","0"
"CC4728","93","-1","0","0"
"CC4736","93","-1","0","0"
"HT9228","93","-1","0","0"
"HB5212","93","-1","0","0"
"HT9206","93","-1","0","0"
"HB5217","93","-1","0","0"
"HG3705","93","-1","0","0"
"HG3728","93","-1","0","0"
"OUTLETS","93","-1","0","0"
"LL7091","93","-1","0","0"
"LB5259","93","-1","0","0"
"LA6081","93","-1","0","0"
"HG3756","93","-1","0","0"
"LA6062","93","-1","0","0"
"HG3751","93","-1","0","0"
"HG3746","93","-1","0","0"
"PPC21","93","-1","0","0"
"CC4763","93","-1","0","0"
"LA6066","93","-1","0","0"
"LA6047","93","-1","0","0"
"CD022","93","-1","0","0"
"LB5266","93","-1","0","0"
"LB5323","93","-1","0","0"
"Disponible","93","-1","0","0"
"AB001C","93","1","0","41"
"LA6019A","93","4","2","131"
"CA051A","93","4","1","69"
"LL7051A","93","3","1","99"
"LL7051B","93","5","1","120"
"CA043B","93","3","25","86"
"AB006A","93","3","19","65"
"PPC103B","93","2","1","69"
"LL7071","93","2","1","140"
"LL7070","93","2","2","119"
"LB5255/5254","93","6","3","34"
"LB5037B","93","4","0","99"
"SGU16A","93","3","0","51"
"GU014C","93","3","9","101"
"AI003A","93","2","2","102"
"FL014","93","5","0","118"
"GU010A","93","2","3","133"
"HG3542","93","3","0","60"
"HS2267/AMS","93","0","1","6"
"HG3075","93","15","3","65"
"AAG28","93","4","17","50"
"SL011","93","3","10","170"
"MT017B","93","4","9","74"
"P090A","93","3","13","155"
"MAN03B","93","3","3","52"
"HS2853","93","5","0","114"
"VB034","93","4","0","100"
"AIS02","93","3","5","154"
"HS2812","93","2","1","69"
"CA053A","93","16","1","170"
"GU007B","93","2","0","58"
"MMY93","93","6","7","15"
"FJ020A","93","3","3","174"
"HG3512","93","3","1","149"
"LP007C","93","5","1","51"
"P093","93","4","3","101"
"DO002B","93","4","3","64"
"CC4127","93","3","21","161"
"CA034A","93","1","48","104"
"PPC83","93","4","1","94"
"HS2057","93","1","21","25"
"CC4085","93","5","1","108"
"MT016B","93","3","2","83"
"AAD14","93","3","8","52"
"SGU14","93","4","5","163"
"VB010B","93","4","2","30"
"HG3589","93","3","2","43"
"AR035A","93","5","18","50"
"BB5001","93","5","5","173"
"GU014B","93","4","0","76"
"DO020B","93","6","1","95"
"LB5064A","93","6","2","137"
"HC4011","93","3","6","118"
"HS2580","93","5","3","101"
"LL7002C","93","3","1","124"
"HA024","93","4","6","120"
"HS1104","93","2","8","75"
"LB5342","93","3","7","80"
"SLJ09","93","11","84","146"
"MMY62","93","5","0","87"
"HM021B","93","3","2","113"
"FL011","93","5","30","64"
"AR066/AR067","93","40","56","127"
"CA011A","93","3","2","86"
"CA061C","93","3","6","55"
"LU018","93","5","4","54"
"LB5268/5269","93","2","3","50"
"CC4062A","93","5","1","132"
"JU016B","93","5","0","47"
"HG3049","93","4","2","203"
"LA001B","93","3","2","169"
"SCR09A","93","2","6","77"
"GMN05","93","7","35","173"
"CA111A","93","4","2","201"
"MRC02A","93","4","1","104"
"AR021B","93","2","25","77"
"HS2660","93","12","40","78"
"HS2181","93","4","22","44"
"FL001B","93","4","0","52"
"HS2825","93","19","9","32"
"HT9038C/HT9038D","93","3","1","48"
"VA006B","93","2","4","64"
"LB5212","93","6","70","159"
"BB5156A","93","6","0","131"
"HG3713/3714/9259","93","5","44","82"
"HS2005","93","7","0","181"
"HS2060","93","3","1","183"
"RG015A","93","2","5","58"
"CA058A","93","3","2","92"
"LA6106","93","16","37","119"
"GGY03","93","4","22","152"
"VB038","93","6","1","165"
"DO053","93","5","2","124"
"HS2052A","93","6","63","145"
"PPC36","93","5","7","80"
"HG3559","93","25","36","63"
"AIS27A","93","4","5","157"
"MT002A","93","4","0","47"
"LL7118A","93","5","3","99"
"AIS19","93","4","0","40"
"LP017","93","5","12","86"
"HS2652","93","3","64","79"
"CA033B","93","2","2","175"
"CD012B","93","7","46","111"
"VB04B","93","8","10","64"
"ISI11","93","5","1","164"
"AIS29","93","5","0","77"
"HC4517","93","5","2","178"
"HS2278","93","6","5","95"
"VB050","93","5","19","101"
"LA008","93","15","43","91"
"MT026","93","6","4","127"
"HS2012","93","7","39","51"
"LA6055/LA6059","93","11","9","27"
"MT001A","93","8","11","81"
"CC4721/4724","93","6","25","31"
"CY011","93","4","31","127"
"SLJ18","93","6","43","110"
"MT006A","93","6","2","133"
"FJ020B","93","7","1","187"
"DO033B","93","8","4","65"
"CB005","93","50","35","113"
"LP020A","93","24","42","101"
"CO026B","93","3","28","74"
"SSG03A","93","6","23","66"
"GU007A","93","3","89","121"
"HC4000","93","4","4","219"
"MT021A","93","7","46","167"
"LP038","93","5","17","45"
"MT024A","93","8","13","125"
"ISL10A","93","29","79","173"
"CY007B","93","3","36","98"
"HS2579","93","21","10","49"
"HS2113A","93","14","4","180"
"HG3547","93","2","4","79"
"RG004","93","5","6","143"
"CS2104","93","5","7","238"
"HS2087","93","19","43","107"
"AR015","93","6","24","67"
"AR026A","93","3","10","117"
"AR079","93","2","0","82"
"HC4514","93","4","3","220"
"HA006B","93","4","66","141"
"LB5267/LA6061","93","16","23","51"
"CM006C","93","8","76","201"
"LP015","93","3","2","147"
"VB045A","93","5","2","89"
"HT9227/HT9228","93","29","16","59"
"PPC107A","93","2","3","99"
"HS2676","93","3","5","268"
"CT9001B","93","6","23","176"
"HS2092","93","5","11","104"
"AB003A","93","7","0","129"
"LP004A","93","11","1","68"
"HM019A","93","2","48","52"
"HS2165","93","17","23","44"
"JU024A","93","4","2","138"
"VB032A","93","7","16","93"
"HG3586","93","10","39","74"
"SB067B","93","52","9","80"
"CY026C","93","5","5","82"
"PPC71A","93","3","11","102"
"PPN11","93","7","11","80"
"CA063B","93","13","40","127"
"HS2605","93","4","0","100"
"BB5010","93","53","46","128"
"NA014A","93","15","46","167"
"LP037","93","10","30","79"
"ICO25","93","5","53","62"
"LB5218","93","4","1","182"
"HG3523","93","12","28","51"
"HM026A","93","20","43","84"
"CR002","93","4","25","209"
"GGY16","93","3","2","47"
"PPC62","93","2","66","96"
"P085","93","2","79","141"
"HT9229/HT9230","93","46","5","55"
"VA009C","93","28","28","70"
"MMY59A","93","1","30","78"
"CD009B","93","3","1","196"
"AAG31B","93","21","39","77"
"CA021C","93","1","1","116"
"PPC16A","93","3","127","243"
"HM018B","93","129","0","130"
"FJ006B","93","8","2","308"
"HS2826","93","14","20","38"
"MRC01A","93","20","21","114"
"MCR43","93","2","48","56"
"CC4051A","93","5","0","90"
"MO016","93","2","59","104"
"CT9110","93","2","158","176"
"AR003","93","38","45","105"
"BA016","93","32","12","48"
"LL7077","94","-1","0","0"
"HG3724","94","-1","0","0"
"HG3726","94","-1","0","0"
"HG3729","94","-1","0","0"
"LL7092","94","-1","0","0"
"HG3733","94","-1","0","0"
"HG3739","94","-1","0","0"
"LA6059","94","-1","0","0"
"HB5209","94","-1","0","0"
"HB5223","94","-1","0","0"
"LA6064","94","-1","0","0"
"VB023C","94","-1","0","0"
"LA6033","94","-1","0","0"
"HS2819","94","-1","0","0"
"LB5249","94","-1","0","0"
"HT9215","94","-1","0","0"
"CC4742","94","-1","0","0"
"Liberty Headend Aguadilla","94","-1","0","0"
"LL7084","94","-1","0","0"
"LB5260","94","-1","0","0"
"LB5275","94","-1","0","0"
"HT9205","94","-1","0","0"
"HT9200","94","-1","0","0"
"CA102/CA104","94","2","4","50"
"LA6003D","94","3","0","92"
"AB010B","94","2","4","92"
"MT008A","94","2","0","24"
"HS2679","94","1","2","50"
"HT9262","94","2","0","24"
"MAN13B","94","2","1","12"
"AAD37","94","2","2","94"
"HM021A","94","2","1","132"
"GU024C","94","2","0","102"
"GU042B","94","2","1","95"
"HS2050","94","3","1","48"
"CA016A","94","5","2","227"
"FJ032","94","1","9","46"
"HS2590","94","2","0","39"
"CA069B","94","2","3","64"
"HS2618","94","2","1","95"
"PPC103A","94","3","1","105"
"HC4511","94","3","0","107"
"HG3570","94","3","5","116"
"NA004A","94","3","4","139"
"MT013A","94","2","0","49"
"CA018D","94","3","1","95"
"ICO21C","94","5","1","101"
"PPC68C","94","3","0","118"
"AIS17","94","2","10","81"
"HG3518","94","2","3","54"
"LA6062/LA6065","94","3","11","26"
"GU006D","94","2","3","140"
"FL001A","94","3","1","52"
"LB5181/LB5182","94","3","2","130"
"P075","94","3","3","142"
"HC4502","94","3","0","130"
"PPC17","94","2","10","130"
"RG048","94","5","4","73"
"BA013B","94","3","7","161"
"HS2587","94","2","2","85"
"BA006A","94","3","3","65"
"VB032B","94","3","17","136"
"LU004A","94","3","0","48"
"HG3526","94","3","1","39"
"PGN11A","94","3","6","38"
"HS2833","94","2","5","83"
"SL001B","94","3","1","112"
"LL7112","94","3","0","132"
"CD001A","94","2","1","31"
"HA002A","94","3","0","46"
"HS2088","94","4","28","62"
"HS2640","94","2","1","66"
"CN013B","94","5","1","117"
"LK8007","94","4","5","155"
"P033B","94","5","0","89"
"HM033A","94","4","0","77"
"HC4107","94","3","1","132"
"BA021","94","5","35","116"
"JU001B","94","3","2","126"
"LP019B","94","4","1","182"
"DO040/DO039","94","3","0","129"
"CR005","94","4","15","37"
"SB068","94","2","21","93"
"CY009B","94","4","3","190"
"CA077A","94","5","4","161"
"GU004B","94","5","0","192"
"CC4736/4738","94","1","40","99"
"HG3517","94","2","12","54"
"HG3074","94","3","14","109"
"GGY26","94","3","2","44"
"CA082B","94","2","4","176"
"ISL06C","94","5","1","131"
"LU002A","94","7","13","109"
"SL013B","94","14","36","93"
"FJ002A","94","4","13","123"
"MT028A","94","3","4","118"
"ISI09","94","4","0","133"
"VB025A","94","2","3","196"
"HC4214","94","4","2","237"
"LL7078/7079","94","3","16","58"
"GU019B","94","4","1","150"
"GAR13","94","6","0","117"
"CA080B","94","2","4","156"
"VB006B","94","3","0","53"
"SSB10","94","12","53","178"
"HS2047B","94","8","39","119"
"HS2115","94","4","27","101"
"LP006A","94","1","15","79"
"CC4091A","94","6","1","191"
"ISI01D","94","3","2","62"
"SB069","94","5","1","102"
"CC4785/4786","94","3","40","53"
"LB5019","94","5","4","188"
"HM020C","94","5","0","84"
"GGY07","94","4","34","180"
"AQB07","94","13","52","123"
"HT9038B","94","2","1","83"
"HG3054","94","4","2","129"
"AI003B","94","5","40","125"
"PPC56A","94","5","2","175"
"AR011A","94","2","39","65"
"BA011C","94","4","22","92"
"PJD37C","94","4","1","127"
"CC4008C","94","10","11","78"
"VB056","94","3","10","78"
"DO026A","94","47","2","50"
"MMY56","94","4","13","51"
"CC4130C","94","3","2","97"
"HG3536","94","8","21","85"
"HA008D","94","12","29","67"
"PJD37B","94","6","0","109"
"RG011A","94","1","0","30"
"DO021A","94","4","0","72"
"MAN15A","94","3","32","86"
"LP016","94","0","32","80"
"AR017A","94","7","39","90"
"GAR10","94","14","22","105"
"MMY02","94","4","5","46"
"HS2581","94","3","2","123"
"MAN09A","94","2","2","57"
"HM018A","94","1","1","93"
"HG3604","94","5","1","213"
"HG3602","94","2","1","93"
"VB045B","94","3","15","85"
"AR072","94","2","29","69"
"LP031","94","8","0","75"
"P060","94","6","5","24"
"CY007A","94","4","1","130"
"AQB11","94","19","23","75"
"GU022B","94","4","4","113"
"MAN05A","94","31","6","49"
"PPC72A","94","5","15","70"
"SB007B","94","17","2","19"
"CY016B","94","3","28","168"
"LU001B","94","3","9","337"
"CY014B","94","46","62","131"
"LA6037/6048","94","26","23","69"
"MRC06A","94","4","6","36"
"UT013","94","2","0","53"
"MT012A","94","4","2","69"
"LL7000D","94","4","3","285"
"HA003A","94","1","24","82"
"CC4003","94","8","95","205"
"CD011","94","25","9","59"
"DO024B","94","11","1","63"
"LB5238/5239","94","20","12","35"
"UT009","94","3","31","43"
"HC4201","94","8","66","118"
"LA6047/6050","94","12","16","34"
"AIS28","94","41","33","91"
"FJ015","94","4","19","134"
"FL012","94","45","79","153"
"HG3077","94","125","1","135"
"CY021A","94","1","1","94"
"CY026A","94","2","62","91"
"SSB22","94","52","33","111"
"AR042B","94","5","75","122"
"BB5157","94","62","4","67"
"BA010A","94","93","15","132"
"HB5229","95","-1","0","0"
"Liberty Aguadilla Mall","95","-1","0","0"
"LA6061","95","-1","0","0"
"CC4727","95","-1","0","0"
"BB5168","95","1","1","10"
"CA091","95","2","0","68"
"LB5401","95","2","1","89"
"VB017B","95","1","1","76"
"CA016B","95","2","3","135"
"CA019B","95","2","5","75"
"CA036B","95","1","4","28"
"HS2270","95","2","2","88"
"HM047","95","0","3","28"
"CA045A","95","1","2","61"
"PPC99","95","1","1","56"
"CA044A","95","4","4","57"
"CC4710","95","4","0","97"
"JU032","95","2","2","98"
"GU020B","95","1","0","33"
"ISL30","95","1","1","30"
"JU034A","95","4","2","139"
"UT010","95","1","0","7"
"HS2692","95","2","2","136"
"LP014B","95","1","2","167"
"CA31C","95","3","1","34"
"P090B","95","3","2","126"
"HM028B","95","2","0","74"
"HS2633","95","2","1","86"
"MMY38","95","2","0","44"
"ISL40","95","1","2","36"
"SSG03B","95","2","1","67"
"BA001","95","1","1","2"
"HS2673","95","2","2","110"
"HS2048","95","2","1","20"
"VA019B","95","2","1","61"
"RG033","95","2","1","108"
"SCR23","95","2","2","136"
"VB005B","95","2","0","37"
"CA077B","95","1","0","73"
"FJ017B","95","1","0","21"
"FJ016B","95","2","4","146"
"CY012A","95","3","0","96"
"AIS01","95","2","3","100"
"NA009","95","3","1","45"
"CD013","95","2","3","122"
"CA111B","95","2","1","37"
"HS2582","95","1","9","103"
"ISL26","95","6","8","20"
"CC4602","95","2","3","127"
"HC4513","95","2","1","77"
"HG3027","95","3","0","74"
"CA021B","95","2","1","47"
"HC4047B","95","3","0","128"
"HA001A","95","3","17","55"
"JU027","95","2","0","46"
"LA6045/6046","95","6","53","75"
"HG3029","95","3","1","62"
"AMC01","95","5","18","81"
"YA001A","95","3","1","113"
"HS2861/LBTYPLAZA","95","2","0","13"
"HS2617","95","2","1","166"
"HB5126","95","1","26","81"
"GGY29","95","3","5","63"
"GAR08","95","5","5","111"
"HS2082","95","12","38","117"
"GU017B","95","2","4","77"
"GGY33","95","3","0","38"
"HA008A","95","4","2","55"
"PPC58","95","5","1","165"
"RG041","95","1","12","133"
"GGY12","95","5","15","101"
"PPC09A","95","3","1","115"
"RFHG02","95","2","0","2"
"CM006A","95","2","14","90"
"HG3396","95","3","1","190"
"YA008","95","3","2","231"
"HS2710","95","10","31","76"
"CA065B","95","2","0","62"
"HT9216/9215","95","12","11","39"
"CC4762/4764","95","10","24","62"
"CC4720/4723","95","7","17","37"
"HS2712/HS2713","95","15","27","62"
"CN010A","95","3","5","110"
"LP026/27/28","95","2","10","226"
"LL7084/LB5241","95","9","23","43"
"BA006C","95","8","0","123"
"HC4205","95","5","1","120"
"CI003A","95","10","33","64"
"VB043","95","10","15","46"
"AMC27","95","6","35","83"
"CA056","95","4","30","176"
"MO015","95","28","46","99"
"HS2204A","95","3","40","53"
"HS2117B","95","4","2","74"
"HS2578","95","4","0","131"
"VB020B","95","4","1","107"
"MMY23","95","6","2","44"
"LB5251/5252","95","6","21","47"
"MMY24","95","5","8","60"
"NR002A","95","8","36","82"
"HM013B","95","8","4","103"
"MRC09B","95","7","3","84"
"CC4783/4784","95","10","23","43"
"CN008B","95","1","53","95"
"CC4130B","95","3","2","109"
"LA6063/LA6064","95","10","8","30"
"DO004B","95","1","15","35"
"CA026B","95","7","0","116"
"NA011B","95","3","5","126"
"NA016","95","2","9","28"
"FL019","95","1","8","80"
"HS2849","95","8","0","68"
"BA003B","95","5","41","89"
"HS2622","95","7","18","53"
"LA6082/LA6080","95","7","19","40"
"GGY22","95","21","12","37"
"BA009","95","20","9","99"
"HG3001","95","13","0","13"
"HG3732/3734/3735","95","58","8","78"
"LL7056","95","2","13","164"
"HM020A","95","7","89","145"
"CD046A","95","0","59","87"
"PPC49","95","18","0","22"
"HS2815","96","-1","0","0"
"AB001B","96","2","1","45"
"CR003A","96","1","1","50"
"CA040A","96","1","4","12"
"HS2661","96","1","1","86"
"MT005A","96","1","2","72"
"LL7027","96","1","3","159"
"FJ016A","96","2","1","112"
"PJD07","96","1","1","34"
"AR047B","96","3","17","87"
"HG3605","96","2","1","156"
"JU018A","96","1","0","22"
"HG3031","96","1","3","116"
"CD39/CD32","96","1","2","90"
"RFCD01","96","0","2","2"
"BIZ-HOSP/COLOR/SEPT/ROMI","96","0","2","2"
"ISL17","96","1","1","21"
"CC4715/4717","96","1","2","56"
"CC4781/4782","96","2","4","30"
"CY006A","96","3","0","56"
"VB037","96","1","2","64"
"HB5220/5223","96","2","0","69"
"HT9267","96","1","5","39"
"BA014","96","2","2","104"
"MT034A","96","2","0","50"
"HS2269","96","2","1","99"
"CD008B","96","2","2","61"
"HB5210","96","1","1","3"
"AR046B","96","1","1","50"
"HG3548","96","2","0","33"
"CA006","96","2","0","15"
"HS2273","96","1","16","93"
"JU013B","96","4","19","146"
"LP004B","96","2","3","166"
"UT008","96","2","0","51"
"CM010A","96","2","1","75"
"GGY21","96","2","5","36"
"LL7030","96","2","44","127"
"CA081A","96","3","0","88"
"LL7031A","96","2","1","106"
"PPC59","96","2","1","45"
"VB033B","96","2","0","65"
"VB033A","96","2","2","86"
"LP029","96","1","0","47"
"CA060A","96","3","0","90"
"LA6043/6044","96","2","0","30"
"HM023A","96","1","10","85"
"LL7014","96","2","1","186"
"CC4716/4718","96","2","1","25"
"PPC54","96","1","4","148"
"GGY37","96","3","2","6"
"HG3515","96","3","1","7"
"ISL33","96","2","0","22"
"LL7060","96","1","9","45"
"CC4742/4743","96","2","1","42"
"HT9208/9210","96","3","6","34"
"SCR41","96","4","15","122"
"VB005C","96","4","0","80"
"CC4091B","96","3","1","65"
"RFCC01","96","3","0","3"
"MT001B","96","2","7","35"
"HM020B","96","2","1","57"
"CY023 1","96","1","8","121"
"HS2142B","96","4","0","66"
"VA014A","96","2","0","31"
"LL7000C","96","3","2","72"
"HB5211/5215","96","2","1","31"
"BA006B","96","2","1","64"
"GU017A","96","4","3","24"
"GPT06","96","8","36","112"
"AR023B","96","2","0","39"
"LB5183","96","1","1","69"
"HG3743/3744","96","8","19","49"
"HT9206/9207","96","7","24","56"
"MO013B","96","1","0","31"
"SB058/SB059","96","1","20","31"
"LB5039","96","3","7","232"
"LP007A","96","2","4","78"
"JU015A","96","2","4","156"
"HS2694","96","5","31","50"
"VA014B","96","5","1","29"
"HG3023","96","6","39","88"
"CI001A","96","3","11","36"
"HG3507","96","4","1","76"
"CY012B","96","2","13","113"
"BA6017A","96","8","6","55"
"LL7081/7082","96","4","24","41"
"LU008A","96","3","1","49"
"HS2046","96","5","5","265"
"MT006B","96","3","9","102"
"HC4516","96","3","1","120"
"MMR9","96","6","8","14"
"GGY20","96","41","33","94"
"CD009A","96","1","1","58"
"CO003A","96","1","1","75"
"PVA10A","96","7","6","71"
"AAG07","96","2","17","32"
"HS2052B","96","5","0","161"
"HT9222/HT9225","96","3","22","25"
"CR008","96","2","40","73"
"AR035D","96","12","37","76"
"CD010","96","1","46","68"
"CY022B","96","7","29","105"
"CD006B","96","2","0","58"
"AR053A","96","1","19","50"
"ISL29","96","9","0","9"
"HG3045","96","13","1","15"
"LA6057/LA6060","96","20","9","37"
"LB5315","96","1","19","44"
"CY026B","96","1","0","62"
"PPC106B","96","2","50","73"
"SB037/SB039","96","50","4","63"
"LL7055","96","10","69","262"
"ICO16","97","1","0","1"
"NR008/009/010","97","0","4","48"
"RIOMAR/CONQ","97","0","1","1"
"ISL23","97","1","1","21"
"HS2296","97","1","1","26"
"JU034B","97","2","0","154"
"RG005A","97","1","2","20"
"HS2862A","97","1","1","92"
"HA018/HA019","97","1","3","42"
"MO018A","97","1","2","32"
"MRC03B","97","0","8","33"
"HS2141","97","1","1","55"
"LB5248/5250","97","1","1","26"
"RG009C","97","11","15","32"
"CA036A","97","1","0","27"
"MT015B","97","2","0","69"
"MRC18B","97","1","2","104"
"LA011","97","1","0","44"
"PYC09","97","1","1","43"
"HS2841","97","1","2","24"
"FJ017A","97","1","1","113"
"HS2183","97","1","2","83"
"JU033","97","1","5","35"
"HS2286","97","2","0","5"
"GAR07","97","2","0","108"
"LB5317","97","1","2","65"
"MT008B","97","1","2","48"
"CA001","97","1","0","10"
"HB5216/5217","97","2","1","52"
"RFMMY01","97","2","0","3"
"CD16/CD17/CD43","97","2","0","122"
"PPN14","97","2","0","79"
"MAN11B","97","1","1","26"
"CY006B","97","1","2","43"
"SB036/SB038","97","2","0","47"
"P141","97","1","1","73"
"MAN12B","97","2","0","9"
"HG3766","97","2","0","111"
"MT022A","97","3","0","30"
"MO009B","97","1","1","74"
"HC4501","97","2","0","132"
"HB5212/5213/5214","97","1","11","45"
"HS2576","97","1","0","28"
"GAR04","97","1","2","52"
"MT022B","97","1","1","24"
"GU018D","97","1","1","21"
"HA002B","97","1","2","100"
"P117","97","2","0","21"
"AI004B","97","2","30","87"
"HT9231","97","2","0","68"
"MT001C","97","2","0","86"
"HS2594","97","2","0","159"
"MAN14A","97","2","2","23"
"AR035B","97","1","0","41"
"CR006","97","2","7","57"
"HG3525","97","2","0","50"
"ISL20","97","2","0","36"
"SSG06","97","3","0","18"
"MT022C","97","1","2","77"
"HB5225/5227","97","1","14","25"
"LB5247/5249","97","1","5","30"
"HA008B","97","1","6","54"
"RFAAD01/02/03/VHUB","97","3","0","24"
"HG3760","97","2","0","25"
"LP012B","97","1","1","37"
"HG3753/3746","97","3","4","14"
"MMR5","97","1","0","21"
"HS2662","97","3","1","15"
"UT006/UT012","97","1","9","93"
"MMY48","97","2","2","26"
"Vicente-Lajas","97","1","0","15"
"ICO21A","97","2","1","103"
"HC4507","97","3","0","62"
"HS2197","97","5","9","34"
"HG3748","97","2","1","31"
"AR036B","97","1","2","27"
"PJD03","97","3","1","97"
"GU021A","97","2","1","219"
"LB5264/5263","97","2","0","58"
"CD22/CD28","97","3","3","49"
"SB018/SB019","97","4","3","31"
"HB5221/5222","97","19","6","31"
"GU026","97","5","0","129"
"HS2817/2815","97","12","8","24"
"LB5184","97","1","7","49"
"SL015","97","1","1","77"
"CT9024","97","5","18","136"
"CR001B","97","2","1","110"
"GGY25","97","6","41","105"
"HS2213","97","7","60","187"
"HM033B","97","3","0","98"
"NR004B","97","2","5","50"
"HG3755/3756","97","4","14","27"
"HT9224/HT9226","97","9","17","40"
"HM006A","97","1","5","32"
"HA015/16/17","97","6","35","129"
"HG3767","97","1","8","114"
"BA008A","97","1","5","40"
"GU006A","97","5","0","15"
"MMY45","97","5","15","37"
"AR014","97","0","16","37"
"SL014A","97","11","1","53"
"AIS16","97","1","25","90"
"HG3025","97","3","28","59"
"SSG09","97","9","31","67"
"HM019B","97","1","4","62"
"SL009A","97","11","40","66"
"PVA04","97","4","30","144"
"GU018B","97","15","0","59"
"NR001","97","17","31","66"
"P146","97","6","8","17"
"GU040A","97","25","2","28"
"SL016","98","1","2","126"
"MRC08A","98","1","0","36"
"MAN03A","98","0","2","7"
"CA103/CA105","98","1","2","13"
"P108/P109/P110","98","0","5","6"
"CI003B","98","1","1","76"
"UT002/LA012","98","1","1","44"
"DO010A","98","1","0","1"
